Ros na Rún	21	64	Drama	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/2818/1290862567001_5394186128001_5394150825001.mp4?pubId=1290862567001&videoId=5394150825001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2818/1290862567001_7a7ffc17-1975-45fc-8337-ae5687b2d3da.vtt?pubId=1290862567001&videoId=5394150825001
Ros na Rún	21	63	Drama	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/2382/1290862567001_5393674265001_5393655287001.mp4?pubId=1290862567001&videoId=5393655287001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2382/1290862567001_46c868ec-67be-40a6-8ed8-61947f6c8d41.vtt?pubId=1290862567001&videoId=5393655287001
Ros na Rún	21	62	Drama	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5386526065001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2493/1290862567001_313ab08d-e006-493f-a13a-5b57d31e9b32.vtt?pubId=1290862567001&videoId=5386526065001
Ros na Rún	21	61	Drama	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5383510187001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/1708/1290862567001_274a8f1a-7550-4ff6-9881-3be82a39d809.vtt?pubId=1290862567001&videoId=5383510187001
Ros na Rún	21	60	Drama	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5377683532001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/477/1290862567001_365d2480-0901-4ea9-9c3a-c5599ca8173a.vtt?pubId=1290862567001&videoId=5377683532001
Ros na Rún	21	59	Drama	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5374967589001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/1190/1290862567001_f0ae84d0-58c5-490c-b9b8-a389234a1725.vtt?pubId=1290862567001&videoId=5374967589001
Ros na Rún	21	58	Drama	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5368519358001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2192/1290862567001_320c7d05-d11d-4810-a82c-65bf062555cd.vtt?pubId=1290862567001&videoId=5368519358001
Ros na Rún	21	57	Drama	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5366012496001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2976/1290862567001_ceb76c41-6f2b-4b27-b11f-7ab81360bfaf.vtt?pubId=1290862567001&videoId=5366012496001
Ros na Rún	21	56	Drama	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5360699090001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/113/1290862567001_2d51bce1-7b8f-40c1-b869-f4e321e4c5db.vtt?pubId=1290862567001&videoId=5360699090001
Ros na Rún	21	55	Drama	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5358708709001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/3370/1290862567001_62a73205-4859-479f-87f6-195297b0cb90.vtt?pubId=1290862567001&videoId=5358708709001
Béaloideas Beo	3	13	Faisneis	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5383483632001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2628/1290862567001_3f24070b-0034-4e1d-98c8-7fc94a1aaac3.vtt?pubId=1290862567001&videoId=5383483632001
Béaloideas Beo	3	12	Faisneis	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5374997156001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/1054/1290862567001_eedc13df-1588-4736-8f79-82293427fb7d.vtt?pubId=1290862567001&videoId=5374997156001
Béaloideas Beo	3	11	Faisneis	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5365972002001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/1424/1290862567001_9153f167-483a-471e-8b6c-1a364aae42cb.vtt?pubId=1290862567001&videoId=5365972002001
Béaloideas Beo	3	10	Faisneis	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5358747814001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2578/1290862567001_db63599f-530c-46dc-a130-3441630a7c9a.vtt?pubId=1290862567001&videoId=5358747814001
Garfield	4	26	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/3079/1290862567001_5397504881001_5397450524001.mp4?pubId=1290862567001&videoId=5397450524001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/3079/1290862567001_08b0af76-158b-451c-ab97-15e334deba3c.vtt?pubId=1290862567001&videoId=5397450524001
Garfield	4	25	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/2625/1290862567001_5397406677001_5397304565001.mp4?pubId=1290862567001&videoId=5397304565001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2625/1290862567001_96cd7256-e1b7-46e6-b75e-cde3299c6f6a.vtt?pubId=1290862567001&videoId=5397304565001
Garfield	4	24	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/2105/1290862567001_5397076491001_5397071564001.mp4?pubId=1290862567001&videoId=5397071564001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2105/1290862567001_8038e020-7be0-4596-9156-9143a95d3c77.vtt?pubId=1290862567001&videoId=5397071564001
Garfield	4	23	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/2806/1290862567001_5394027147001_5393918026001.mp4?pubId=1290862567001&videoId=5393918026001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2806/1290862567001_7c9ec377-27c7-4891-a2a0-2d0230d2f1c4.vtt?pubId=1290862567001&videoId=5393918026001
Garfield	4	22	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/2874/1290862567001_5393889681001_5393844704001.mp4?pubId=1290862567001&videoId=5393844704001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2874/1290862567001_dc8ca52c-3877-42dd-a416-7d7310b34953.vtt?pubId=1290862567001&videoId=5393844704001
Garfield	4	21	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5392647793001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/254/1290862567001_7d4202cd-71b3-40a2-a6c7-f7560dbdbe61.vtt?pubId=1290862567001&videoId=5392647793001
Garfield	4	20	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5389448273001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/797/1290862567001_ab4d7567-40b2-4d37-9c66-556c00fc5c83.vtt?pubId=1290862567001&videoId=5389448273001
Garfield	4	19	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5386369015001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/1395/1290862567001_36860870-0071-4668-8a5c-ffb1d253c2dd.vtt?pubId=1290862567001&videoId=5386369015001
Garfield	4	18	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5386222026001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/843/1290862567001_d7241d73-fa10-4fdd-b607-8eb34704a042.vtt?pubId=1290862567001&videoId=5386222026001
Garfield	4	17	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5384721625001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/668/1290862567001_0820f70a-15a0-4b0b-b97f-fbbe82a4b980.vtt?pubId=1290862567001&videoId=5384721625001
Garfield	4	16	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5383328872001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/1500/1290862567001_85a0aab7-7114-4a42-bfc5-3a12e1330670.vtt?pubId=1290862567001&videoId=5383328872001
Garfield	4	15	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5380539379001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2891/1290862567001_2bb4ade0-980d-4512-85ce-89fef26fe022.vtt?pubId=1290862567001&videoId=5380539379001
Dinosaur Train	2	43	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/3030/1290862567001_5394080334001_5373849231001.mp4?pubId=1290862567001&videoId=5373849231001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/3030/1290862567001_5b246aa7-77c2-4e1f-9b18-f585961504d1.vtt?pubId=1290862567001&videoId=5373849231001
Dinosaur Train	2	42	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/2127/1290862567001_5393932126001_5371862762001.mp4?pubId=1290862567001&videoId=5371862762001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2127/1290862567001_348ad52e-3d22-4f57-9d26-f57828c982a6.vtt?pubId=1290862567001&videoId=5371862762001
Dinosaur Train	2	41	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/81/1290862567001_5393621104001_5371839258001.mp4?pubId=1290862567001&videoId=5371839258001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/81/1290862567001_56d4beaa-02f5-4dec-bed3-cdf9c9c124bd.vtt?pubId=1290862567001&videoId=5371839258001
Dinosaur Train	2	40	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5364378375001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/1095/1290862567001_5c6778f5-4239-493a-8529-b9ee0673f647.vtt?pubId=1290862567001&videoId=5364378375001
Dinosaur Train	2	52	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5390732433001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2718/1290862567001_681a614a-b935-46e9-9da9-7ff5e5ca01c1.vtt?pubId=1290862567001&videoId=5390732433001
Dinosaur Train	2	51	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5390747888001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2618/1290862567001_3e0905e9-d1da-489f-89b1-b7342d581e71.vtt?pubId=1290862567001&videoId=5390747888001
Dinosaur Train	2	50	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5389837879001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2317/1290862567001_fae2f167-dcea-4e07-83e1-5491a7384376.vtt?pubId=1290862567001&videoId=5389837879001
Dinosaur Train	2	49	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5389786109001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2877/1290862567001_8e1f5dda-da31-40a4-9772-0e4d626354be.vtt?pubId=1290862567001&videoId=5389786109001
Dinosaur Train	2	39	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5364349250001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/721/1290862567001_3a4db9a1-65d1-4863-9a81-ca635a8a6cea.vtt?pubId=1290862567001&videoId=5364349250001
Dinosaur Train	2	38	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5363247048001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/927/1290862567001_75466ddc-d43c-46d0-9d24-35f7972340b5.vtt?pubId=1290862567001&videoId=5363247048001
Dinosaur Train	2	37	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5363264807001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/583/1290862567001_192a38fb-2375-42f2-8bbe-7b15ea764f9b.vtt?pubId=1290862567001&videoId=5363264807001
Dinosaur Train	2	36	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5356228157001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/970/1290862567001_e6d0b733-f426-42d3-8930-5472fd6e0b00.vtt?pubId=1290862567001&videoId=5356228157001
WAC	1	52	Cula4	https://tgfour-a.akamaihd.net/rtmp_uds/1290862567001/201704/2191/1290862567001_5397078801001_5397071559001.mp4?pubId=1290862567001&videoId=5397071559001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2191/1290862567001_a76e9896-0ee5-470d-89ab-b90e77f9807a.vtt?pubId=1290862567001&videoId=5397071559001
WAC	1	51	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5389611730001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/3115/1290862567001_414ba183-3f51-4929-b318-c19e0aad74ca.vtt?pubId=1290862567001&videoId=5389611730001
WAC	1	50	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5386725193001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/61/1290862567001_82dd6dee-c049-4b6b-851e-bab1c8679bd4.vtt?pubId=1290862567001&videoId=5386725193001
WAC	1	49	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5380697335001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2645/1290862567001_8130ce9a-e857-4e1e-8f02-a63ab0a600fe.vtt?pubId=1290862567001&videoId=5380697335001
WAC	1	4	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5380841020001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/3299/1290862567001_e7ed9834-c310-4c58-93fb-1a4c27d7acdb.vtt?pubId=1290862567001&videoId=5380841020001
WAC	1	48	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5377978472001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2755/1290862567001_0b91e23c-c976-4e61-af14-cc36ebc15262.vtt?pubId=1290862567001&videoId=5377978472001
WAC	1	47	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5371591300001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/3039/1290862567001_185094b9-9c94-4ab4-be3d-b92445e08951.vtt?pubId=1290862567001&videoId=5371591300001
WAC	1	46	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5368745743001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/3159/1290862567001_0c1167c5-8ac3-4dd8-9b09-93b0a5f3bf13.vtt?pubId=1290862567001&videoId=5368745743001
WAC	1	45	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5362192795001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/3801/1290862567001_92c9faeb-a0ff-49b9-a2f8-5bb683296d68.vtt?pubId=1290862567001&videoId=5362192795001
WAC	1	3	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5363351574001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/847/1290862567001_42ecf231-9871-4f8c-b73b-5112b45c7198.vtt?pubId=1290862567001&videoId=5363351574001
Gearóid na Gaisce	1	26	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5287152427001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201704/2218/1290862567001_703e5572-d469-465f-88a8-1a0041f86033.vtt?pubId=1290862567001&videoId=5287152427001
Gearóid na Gaisce	1	25	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5284784836001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/141/1290862567001_3bf0b202-a262-49e9-972b-7ac31039e9c1.vtt?pubId=1290862567001&videoId=5284784836001
Gearóid na Gaisce	1	24	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5283899853001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/3397/1290862567001_3c639efa-edcb-4669-bb12-4a1d6c429790.vtt?pubId=1290862567001&videoId=5283899853001
Gearóid na Gaisce	1	23	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5280982801001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/3196/1290862567001_e2ca7ebf-5171-4196-93b7-b1402a174df7.vtt?pubId=1290862567001&videoId=5280982801001
Gearóid na Gaisce	1	22	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5326958313001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2127/1290862567001_d07d7a78-ddb5-4f3a-a93d-c7589e6943bb.vtt?pubId=1290862567001&videoId=5326958313001
Gearóid na Gaisce	1	21	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5325532075001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2338/1290862567001_d27f5e73-77df-4819-893b-f775303f4105.vtt?pubId=1290862567001&videoId=5325532075001
Gearóid na Gaisce	1	20	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5324243956001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/1878/1290862567001_103a81c3-5690-4be9-af26-5ef8d97039ea.vtt?pubId=1290862567001&videoId=5324243956001
Gearóid na Gaisce	1	19	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5322765744001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/1834/1290862567001_8ffc88be-7881-402c-bfee-b826f01be645.vtt?pubId=1290862567001&videoId=5322765744001
Gearóid na Gaisce	1	18	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5321598661001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/174/1290862567001_870314d0-0940-4f25-89e5-fd3bbefb6714.vtt?pubId=1290862567001&videoId=5321598661001
Gearóid na Gaisce	1	17	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5320983817001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2675/1290862567001_2d76f39d-9e7e-4732-856b-d554cf3fc82d.vtt?pubId=1290862567001&videoId=5320983817001
Gearóid na Gaisce	1	16	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5315872720001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2380/1290862567001_7fd7a247-6f9e-459a-8a66-0a74da1cf4cc.vtt?pubId=1290862567001&videoId=5315872720001
Gearóid na Gaisce	1	15	Cula4	http://c.brightcove.com/services/mobile/streaming/index/master.m3u8?videoId=5315737872001&pubId=1290862567001	https://tgfour-a.akamaihd.net/pd/1290862567001/201703/2668/1290862567001_e3034147-eb9f-4a24-835e-51685b95b0fc.vtt?pubId=1290862567001&videoId=5315737872001
